Ä«Å×°í¸®,À½½Ä_¸µÅ©,À½½Ä_ÀÌ¸§,ÀÌ¹ÌÁö_¸µÅ©,ÇÊ¼öÀç·á,Ä®·Î¸®(kcal),Åº¼öÈ­¹°(g),´Ü¹éÁú(g),ÃÑ Áö¹æ(g)
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1349,»õµÕÁö ÀâÃ¤Àü,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[5].jpg,"['¿¾³¯ÀâÃ¤(75g)1ºÀ, °è¶õ2°³, ¿À¶Ñ±âÄ«·¹ ¾à°£¸Å¿î¸À1/3t(1g), ºÎÄ§°¡·ç50g, °í¼ÒÇÑ Âü±â¸§1T, ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯2T']",769.4,83.26,24.94,36.86
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1348,¹æ¿ïÅä¸¶Åä¼Ò¹Ù,https://ottogi.okitchen.co.kr/pds/upfile/2022-11-22_560625401[3].jpg,"['´Ù½Ã¸¶Àå±¹50ml, ¹æ¿ïÅä¸¶Åä7°³(120g), ¿¾³¯ ¸Ş¹Ğ±¹¼ö100g, ½ÇÆÄ1ÁÙ±â(5g), ´Ù½Ã¸¶½ÄÃÊ4T(40g), ±è°¡·ç¾à°£, ¼³ÅÁ2T(20g), (À°¼ö¿ë) Â÷°¡¿î ¹°450ml, ¼Ò±İ¾à°£, (ÀıÀÓ¿ë) ¹°2T(20g), ¿¾³¯ ººÀ½Âü±ú1t']",478.38,103.23,12.69,2.68
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1338,ÈæÃÊ¸¸µÎÅÁ¼ö,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[17].jpg,"['X.O¹Ì´Ï ±º¸¸µÎ °í±â1/2ºÀ(230g), 8³â¼÷¼ºÈæÃÊ2T(20g), ÀÌ±İ±âÁßÈ­½ÃÁî´×¸À°£Àå1T(10g), ÄÚÄÚ³ÓÈÄ·¹ÀÌÅ©1/2T(5g), °í±¸¸¶1°³(100g), ÆÄÀÎ¾ÖÇÃ1½½¶óÀÌ½º(70g), ¼³ÅÁ1T(10g), ÀüºĞ¹°(ÀüºĞ:¹°=1:2)2T(20g), ¹°2T(20g)']",482.45,51.45,11.87,25.92
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1336,ÄÉªR¼øµÎºÎ¿¡±×ÀÎÇï,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[13].jpg,"['1/2ÇÏÇÁÄÉªR90g, ÇÁ·¹½ºÄÚ ¾ĞÂø ¿Ã¸®ºêÀ¯1T(10g), °£Àå1T(10g), ¹°200ml', '¾çÆÄ1/4°³(50g), ÆäÆÛ·ĞÄ¡³ë1°³(1g), ´ÙÁø ¸¶´Ã1t(3g), ¼øµÎºÎ1ºÀ(350g), ´ß°¡½¿»ì1µ¢¾î¸®(100g), ÆØÀÌ¹ö¼¸1/3ºÀ(50g), ¹æ¿ïÅä¸¶Åä3°³(45g), ÆäÆÛ·ĞÄ¡³ë È¦2°³(2g), ½½¶óÀÌ½º Ä¡Áî1Àå(20g), °è¶õ2°³(60gX2), ¼Ò±İ¾à°£, ¼øÈÄÃß¾à°£, ¹ÙÁú ÀÙ4Àå']",372.34,17.76,33.73,17.96
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1332,ÂŞ²Ù¹Ì¹ä¹ö°Å,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060389[5].jpg,"['¿À´Ã¹ä»ó1/4ºÀ(30g), ¹äÄ£±¸(±èÀÚ¹İ)1ºÀ(7g), ¿ÀÂ¡¾î³«ÁöººÀ½¾ç³ä, , ÂŞ²Ù¹Ì1¸¶¸®(65g), °è¶õ1°³(60g), ¾çÆÄ1/10°³(20g), ½½¶óÀÌ½º Ä¡Áî1Àå(20g), ´ëÆÄ1/8´ë(10g), ´ç±Ù1/8°³(20g), ¸ÀÀÖ´Â ¿À¶Ñ±â¹ä1°³(210g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯1T(10g), Àû»óÃß3Àå(20g), ¿¾³¯ ººÀ½Âü±ú1t']",701.3,87.5,24.15,28.64
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1329,ºñ¾îÆ÷Å©,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115060292[1].jpg,"['Áø¶ó°Å200ml, ¿À°ã»ì500g, »ı¸¶´Ã4ÂÊ(12g)', 'È²¼³ÅÁ1/2T(6g), ¾çÆÄ1/4°³(50g), ¾ç¹èÃß50g, ´ç±Ù1/4°³(40g), Ä³·¯¿şÀÌ¾à°£, ÃµÀÏ¿°1T(7g), ±½Àº ¼øÈÄÃß1g']",913.34,30.16,40.7,66.09
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1328,¹Ì´Ï ¶±°¥ºñ ¹ö°Å,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[13].jpg,"['¿ÀÁîÅ°Ä£ ¶±°¥ºñ2°³, ½½¶óÀÌ½ºÄ¡Áî2Àå(20gX2), ÇÜ¹ö°Å»§2°³(60gX2)', '¾çÆÄ1/5°³(40g), ¾ç¹èÃß50g, °ñµå¸¶¿ä³×½º1T(15g), °è¶õ2°³(60gX2), Åä¸¶ÅäÄÉªR3T(45g), ¿ÀÀÌ1/8°³(20g), ÇÁ·¹½ºÄÚ Ä«³î¶óÀ¯1T(15g)']",705.05,58.72,27.73,40.5
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1326,°í±¸¸¶¿¡±×»÷µåÀ§Ä¡,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[5].jpg,"['°í±¸¸¶1°³(130g), È£¹Ğ»§4Àå(20gX4), °è¶õ3°³(60gX3), ¼Ò±İ1/2t(2g)', '½ºÀ§Æ®ÄÜ50g, ¼øÈÄÃß¾à°£, 1/2ÇÏÇÁ¸¶¿ä³×½º3.5T(50g)']",440.1,53.91,15.07,17.79
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1324,°¨¹Ù½º¾Ë¾ÆÈ÷¿ä,https://ottogi.okitchen.co.kr/pds/upfile/2022-07-28_115059673[1].jpg,"['ÇÁ·¹½ºÄÚ °¨¹Ù½º150g, ¹æ¿ï Åä¸¶Åä5°³(80g), ÆÄ½ºÅ¸¼Ò½º', '»ı¸¶´Ã12°³(45g), Èò´Ù¸®»õ¿ì10¸¶¸®(250g), ºê·ÎÄİ¸®4Á¶°¢(60g), ¼øÈÄÃß¾à°£, ÆäÆÛ·ĞÄ¡³ë3°³(3g), ¹Ù°ÔÆ®»§8Á¶°¢(98g), ÇÁ·¹½ºÄÚ 2T(20g), ÆÄ½½¸®°¡·ç¾à°£, ¾ĞÂø ¿Ã¸®ºêÀ¯']",552.64,14.54,31.86,28.04
±âÅ¸,https://ottogi.okitchen.co.kr/category/detail.asp?page=1&s_cate1=1&s_cate2=9&s_orderby=new&idx=1306,Áø¶ó°ÅÄ¡¾Æ¹ÙÅ¸,https://ottogi.okitchen.co.kr/pds/upfile/2022-04-11_393995672[27].jpg,"['Áø¶ó°Å70 ml, °­·ÂºĞ100 g, ¼Ò±İ2.5 g, µå¶óÀÌÀÌ½ºÆ®2 g, ¼³ÅÁ5 g, ¿Ã¸®ºê¿ÀÀÏ5 g, ´ÙÁø ºí·¢¿Ã¸®ºê2 g, °è¶õ1°³, ¿ìÀ¯1T']",523.5,81.472,20.04,10.98
